genesymbols	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs
IGHD	1483.73576714272	1	1	1	1	1	1	1	1172.08608875605	1	1	6.70151537276229	1	1	1	1	1	1	1	1	1	1	27.2183318954554
IGHE	1204.18956803093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHEP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHEP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG1	18542.0171283109	1	1	1	1	1	1	1	68.8808975117066	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG2	8303.47089519308	1	1	1	1	1	1	1	51.8166720359743	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG3	4749.96473123861	1	1	1	1	1	1	1	43.801778211974	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG4	999.566340770033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHGP	56.6157538237057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHM	2448.0723645904	1	27.4526325587068	1	1	1	1	1	4654.29047381717	1	1	82.2946758951327	1	1	1	1	1	1	1	1	1	1	251.209023555872
IGHMBP2	1	1	10.4463606656867	1	1	1	1	16.0767132453913	1	1	1	20.3613785264482	1	1	1	1	1	20.2041282859625	17.2618257546237	1	11.9943805290707	1	1
IGHV1.18	47.0815844391833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.2	63.0277529792915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.69D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.15	35.0126800094066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.21	42.0245723378018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.23	91.1306508161418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.53	43.0548388694162	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.66	33.1603804160105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.7	93.4959361798615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.74	60.6267764325942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV4.31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV4.34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV4.39	49.9438018069754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV4.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV4.59	41.3598019239341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV4.61	84.6885397622364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV5.10.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV5.51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV6.1	231.152786279208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGIP	1	17.1167098344982	1	1	1	1	22.7201075904546	1	1	1	1	1	24.2838960561552	35.9412239460705	1	1	1	1	1	1	1	1	1
IGKC	45344.3944471397	26.8957284113279	47.7710000570091	1	1	1	1	1	3923.30129399432	1	1	1	17.3365237461542	1	1	54.7937184902716	162.370405587857	36.3445865630658	1	86.2260919858395	40.0186232401758	21.1319708583397	829.813001679244
IGKV1.16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.5	400.462298238934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1D.13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1D.39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV2.24	457.677918444557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV2.30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV2D.28	65.5476441038641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV2D.29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV3.11	138.427141917914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV3.15	140.186903042904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV3.20	609.796156041803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV3D.11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV3D.20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV4.1	244.515388056268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLC2	10225.0396415893	1	1	1	1	1	1	1	391.974421553493	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLC3	8205.70655298784	1	1	1	1	1	1	1	350.100789096985	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLC5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLC6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLC7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLL1	1	1	1	1	1	1	1	1	1	1	1	24.6657784816053	1	1	1	1	1	1	1	1	1	1	1
IGLL5	642.919029471142	1	1	1	1	1	1	1	25.4115775827869	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV1.40	835.082854102598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV1.41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV1.44	28.6370795267378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV1.47	1300.0883487352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV1.51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV10.54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV2.11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV2.14	1300.86717691073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV2.23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV2.8	778.007840747958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV3.1	710.248826618609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV3.10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV3.19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV3.21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV3.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV3.27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV4.69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV5.45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV5.48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV6.57	28.4989692019904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV7.43	119.385394161826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV7.46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV8.61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGLV9.49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGSF10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGSF11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGSF22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGSF23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGSF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGSF6	23.3980526967247	1	1	698.080621266865	490.558663579786	1265.8183988066	1	794.538123543358	1	70.1328201013997	1515.96375909117	1	1	1	1	1044.2671969847	1	377.378524304919	474.236695476864	18.8767142059954	847.639941927925	502.820351426136	60.6012328266845
IGSF8	52.3522975805628	73.5303067351606	38.2888327187369	19.8703595636004	1	1	93.9443533293617	1	67.3170645538452	1	1	36.5231091898811	101.119131089585	58.1082911782781	56.730462077854	1	1	1	15.4493740783642	1	1	21.6029095643482	33.7863031678959
IGSF9B	1	1	1	1	1	1	22.0009708405803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IK	116.820430348648	141.005441168391	236.566813657679	134.551492228594	73.7261476478752	161.580953561114	227.294638894773	98.7053398786416	142.455244197069	252.450213725306	143.624334337581	144.521656429993	200.158472119153	175.793670552283	181.43998684526	67.4487405274461	243.100561273604	104.873109990007	130.854176381816	96.9543467671187	130.64759937056	129.676163519663	212.75201364939
IKBIP	83.335302846742	1	42.8057392710754	50.0011149732413	42.6268264911271	104.656288808349	1	21.8891323567439	49.4435844399397	33.6159870010956	228.556335350323	33.1951070250258	28.8655095435526	53.6758965801302	1	154.036607660144	1	24.9787297107205	43.4517341631242	44.2769042360253	57.3039652643189	46.9662754324923	68.346164199101
IKBKB	40.4383892947893	86.6418036283165	65.406600947559	45.6515905217332	1	1	94.9417528387637	25.2114301640292	91.2844862906712	128.289384456779	1	62.360999886902	55.7665236177335	87.6776009818508	68.4509592908509	51.5382524479807	90.4970745890766	20.8132731582154	69.371214592031	32.5865453573726	45.8820099057086	59.1904597394744	115.032723467526
IKBKE	1	35.2919085214168	26.5238931466866	47.0138397554173	1	1	33.8581288584039	1	1	1	1	16.8292459499657	45.455122680618	1	25.9640720045699	1	1	1	30.744606156008	1	30.9023338926456	13.5802905804747	1
IKBKG	33.7058796147485	1	74.6817234424481	65.9887567778838	293.280093270684	129.020623330368	40.9564720530971	38.4532677693398	42.3842718803235	75.2585063086505	93.4767050881615	31.3859551448396	43.9169799754374	99.3450536110571	63.3065159169675	69.2976586400134	1	49.6902737755446	66.4181801046155	46.3601796907367	62.0448156839782	35.4335791248596	30.7185651876727
IKZF1	95.3190805599016	519.140713284899	425.730806263859	212.465424868379	46.0808577240931	203.730232456084	417.05662472236	186.300879060991	353.104395646359	285.808747455641	215.701544062437	201.115010752291	495.20315864242	562.634961408216	416.503926096417	132.853906559783	460.139371257409	344.526591437359	249.994889039176	180.15521107536	199.882312925764	190.390865316034	455.825297078907
IKZF2	1	1	39.9953524159614	1	1	1	67.0074954069953	1	1	210.265836072734	1	100.16675819663	1	57.4403027254582	30.5383501222107	1	143.802370288122	1	1	1	1	1	1
IKZF3	247.657330996137	191.551036257836	356.156682145241	1	1	1	381.948557837335	1	575.371106112322	1	1	1	148.003436132336	466.36296805404	595.443433963587	1	1	1	1	1	1	1	1
IKZF4	10.8218371958629	1	13.9717258309256	16.1349957427718	1	1	1	1	1	1	1	11.6667181001411	1	18.3539531415197	1	1	1	1	22.8432433250964	28.8623749508354	1	13.1471013752899	1
IKZF5	39.3497803876887	23.3905831059369	1	1	40.9100378413301	1	16.832986551294	1	1	1	1	19.3775383864964	25.435763416735	1	26.7204348104106	1	1	1	14.9133902131612	14.6772452049746	1	19.278295952452	129.02436441544
IL10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11.5390967421599	1	1
IL10RA	1	91.836433298092	112.544055624805	158.315539323056	1	1	221.305330190183	27.5916510037334	25.1479931257692	26.4996240836523	1	1	81.4288940993678	151.042020035051	166.770714340246	1	1	1	213.517164776178	1	55.6526828089525	131.937743977913	142.188018496334
IL10RB	24.0092280334509	17.8468862870184	15.4780470275053	63.5513637770443	32.2520476321218	55.4315537238741	34.7335386548048	106.144285720331	29.7019462091294	1	102.564629875363	23.3738835627928	1	1	27.1895443452976	97.511838486789	189.695070974776	69.5854792943171	53.4132034051575	31.0768017923658	81.3125057310452	53.8585579396934	35.5839069127095
IL10RB.DT	1	1	1	14.7205040434787	1	1	1	19.1874687299697	1	1	1	1	1	1	1	23.5031893084235	1	1	21.4215204771677	1	22.8843825795503	12.2780964146206	1
IL11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL11RA	1	40.0517840971007	1	1	1	1	53.1002842142751	1	1	1	1	24.942762360266	34.7449405604039	34.7616030215781	1	1	1	1	1	1	1	9.25337144594051	1
IL12A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL12RB1	14.1210233624194	1	47.6161184443788	38.0189528825016	1	1	23.4675249248208	1	1	1	1	1	22.0203864167687	51.7874711808933	78.300270908483	1	1	1	23.533382162156	1	1	19.3025649433338	1
IL12RB2	1	1	29.3700021298519	1	1	1	1	1	1	1	1	32.8541907505567	1	1	1	1	1	1	1	1	1	1	1
IL13RA1	1	1	1	152.891536385419	77.7523815434004	182.844875614152	1	84.0592470020203	29.8486612644229	1	238.628011371905	11.3920134528236	1	1	1	112.864267431844	89.7173917985559	29.0598335042213	54.0473795618965	1	92.8732910625068	246.01031757971	27.0783393313514
IL15	1	1	1	19.5273957407495	1	1	1	1	1	1	1	13.5093711271953	1	1	1	1	1	1	25.159577443874	1	1	16.0674832312898	1
IL15RA	1	1	8.59581882336868	13.2075970271436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.5673467644264	1	1
IL16	53.150813415596	133.505753541615	45.3588759091542	55.3981237825269	79.1769133923802	186.250774424788	133.309508669711	99.7692107703135	158.32210691409	308.619394526621	111.672375603342	48.0153546964597	149.16963105012	143.083272640069	118.077624340368	128.013707449753	258.206869744244	115.913719594575	112.389917195558	47.8917966856479	90.9781138595986	74.8334181505861	116.102233668043
IL17C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL17RA	29.9583919266295	114.885210961239	51.8924906845199	544.966634913467	334.706157633112	1136.01373732868	102.792365155305	1075.49990287971	36.41483509912	873.616939791167	959.374084924328	14.0493638479713	79.2976758605659	83.2037259101278	96.5697946499573	1197.20361241561	606.006805220329	697.062826725468	260.420276992442	401.779746988634	635.493459946527	300.376458166111	158.209251823111
IL17RB	1	1	1	1	1	1	1	1	1	274.640169510229	1	1	1	1	1	1	1	1	1	1	1	1	1
IL17RC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL17RE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL18	1	1	1	48.8449103943451	1	1	1	1	1	1	1	115.804772711382	1	1	1	1	1	47.7869443279138	16.7768110843811	52.8702408974798	1	90.4713133373902	1
IL18BP	1	24.2487954508091	16.5160167321197	1	1	1	1	1	18.6235080596281	1	1	1	19.2338864966809	32.5099344498605	35.4472299317104	1	1	1	12.7105439163626	1	1	17.8271449410017	63.1399623551097
IL18R1	1	1	31.7324180193528	1	54.0664842056626	170.890058383158	54.6200825164951	185.66388026798	1	135.112362523827	96.6568642155801	1	1	20.5422273981089	32.0107368746252	160.34744553703	61.9570734719756	38.7552063774715	1	1	291.45073944024	19.3290585482076	54.645190708653
IL18RAP	1	1	18.4490758506655	1	34.20976501939	219.451476944737	1	174.794125807114	1	1	184.254418631708	1	1	101.54535626574	24.133747517766	234.641934385876	1	101.376030456306	1	34.917084620343	173.230870614795	1	1
IL19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL1B	1	1	1	30.4307792965939	138.066765394909	302.734129901512	1	1	1	40.1136405865253	715.827000081037	309.65880581092	1	1	1	170.896611571272	1	1	41.4628807055091	1	36.4538306282824	44.047125941097	1
IL1R1	1	1	1	1	1	87.0860461508571	1	1	1	1	44.0099946200959	1	1	1	1	32.4174199132272	1	32.4474837672831	1	40.9705771803696	29.5403479551296	1	1
IL1R2	57.1513413860199	1	1	356.954600173097	389.604247197449	1513.23714921644	20.7810497643767	3607.49835858132	1	1	1349.59285729142	1	1	1	1	2305.70952196603	1	546.108131868954	28.6745030993892	39.5760343204896	2355.49885680543	90.9645489605485	21.7339829981339
IL1RAP	1	1	1	1	23.9581971421605	69.5890984363106	1	112.227444006717	1	1	159.069942726478	1	1	1	1	118.657121808539	1	1	14.1531959800394	1	49.4610114595276	1	1
IL1RL1	1	1	1	1	1	1	1	1	1	276.445583837565	1	1	1	1	1	1	76.3211327149986	1	1	1	1	1	1
IL1RL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL1RN	1	1	1	148.000859825536	111.526330451714	335.093274820099	1	280.477624527312	1	1	591.188966139688	9.19542729524171	1	1	1	422.519564868477	1	104.913817666998	38.2141160194787	1	376.019596313134	87.1954830562342	1
IL20RB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL21.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL21R	1	1	33.1892456644287	1	1	1	1	1	25.067930615265	1	1	1	31.4574688685177	20.5303746166706	1	1	1	1	55.814615889031	1	1	1	1
IL22RA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL23A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL23R	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL27RA	34.8973982909984	92.9250901858718	81.1761469898632	64.5529635000393	20.6470287784501	1	67.6539686699638	1	67.9219328913235	1	1	38.1614588465951	58.7769253314101	124.635806956823	57.3200627157207	1	1	1	41.5513084492052	1	1	71.6549976015132	1
IL2RA	1	1	125.507836192468	1	1	1	150.942299385035	1	1	259.730259304723	1	1	1	1	1	1	86.459150998841	1	1	1	1	1	1
IL2RB	12.5721583949635	27.9308462386012	386.296066697079	1	1	1	84.1797093670771	1	1	1	1	1	54.9281592863606	1136.41617875787	339.076410775803	1	1	1	1	1	1	1	1
IL2RG	238.208452037977	350.96292929974	683.140675027214	69.115319853609	293.004473476744	588.925211756262	669.816269764417	453.575836666646	373.256284677836	228.262060350134	833.876220632842	59.2841374363542	381.06326877774	866.830822087129	764.790783289504	582.913680628465	1	400.313815861835	89.5151360391269	181.880886702919	435.399731507763	116.512507882177	348.518040008061
IL31RA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL32	1	938.62626569676	2783.95837035551	1	1	1	2408.21202997674	1	1	1	1	1	1123.04264574171	847.557935835309	2139.07851104746	1	1	1	1	1	1	1	1
IL3RA	1	1	1	1	1	1	1	1	1	570.160491203659	1	1	1	1	1	1	199.930206964495	1	27.1736846746582	1	1	1	198.718637757168
IL4	1	1	1	1	1	1	1	1	1	213.956082857712	1	1	1	1	1	1	1	1	1	1	1	1	1
IL4I1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL4R	1	102.05325643293	26.7909118114114	29.2377959350017	90.9595498346193	220.450117613634	36.9300378596416	200.272983735166	265.260060728617	1	170.240791618617	1	64.4749134420124	20.2744643676713	45.1358569145835	299.565914689395	87.9849456660205	115.61415925955	21.0020468029312	45.5183743490343	92.8346198120928	10.924549614878	18.9018976011457
IL5RA	10.0118481899349	1	1	1	1	1	1	1	1	319.448794288938	1	1	1	1	1	1	628.416717827378	1	1	1	1	1	1
IL6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL6.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL6R	179.816818181697	246.298556562148	99.8289674189681	280.98137374034	308.747597843286	818.872946242213	279.574896736991	544.811230724575	1	142.86855860685	735.24669155661	54.064239623421	183.231938183069	1	1	680.280511654231	473.900900581409	374.785772544294	115.761815242394	190.610720510707	434.418172176261	265.957239820304	155.090866623298
IL6R.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL6ST	78.5315780662355	399.751484768973	51.9834251776373	69.2596958756016	377.382890129319	84.637722088924	131.879265002507	55.9391523658013	1	1	67.2014233051453	33.00967220322	190.071452079041	1	23.0676454295932	50.5220205383	1	1	45.8065596705551	1	76.9825809513187	22.5000265406395	55.5568618893041
IL6STP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL7R	1	2253.60981771836	298.827807076721	1	1	1	3852.77637817352	1	1	1	1	1	1823.42817389114	1	1547.71902780207	1	1	1	1	1	1	1	1
IL9R	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL9RP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ILDR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ILDR2	1	1	1	1	29.9535285553476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ILF2	99.8103404767311	54.1085133704326	101.715426154893	60.1110587340682	1	1	54.2250013455736	16.0357835587093	67.1365986056034	1	1	154.203245421546	57.4850688558329	84.4468173512614	54.8119299402997	1	1	1	49.5546477641562	62.4397067536863	57.7037019191356	68.4183210613215	79.7362177123106
ILF3	113.974103595565	164.63002157725	142.538873516126	96.9916265708321	1	1	157.939505784808	1	210.239028776283	84.4285920603525	1	237.249426645607	182.095559240134	165.790755958293	169.876461759873	1	116.755601818878	20.2942361981532	74.9096520151093	115.253322320731	59.0114638782904	115.584639597931	116.627455308631
ILF3.DT	25.6730184783626	92.0347938817095	40.9790147251271	35.8550066894882	1	1	80.236212095683	1	48.2941161481991	86.8241851886575	1	70.9344591871896	96.2624364470706	61.8132224242202	56.7268638727448	1	1	1	27.536766823564	51.7021208195697	1	25.495249733615	24.1722859460086
ILK	67.2148357636752	35.1546511784073	78.6731674670773	88.6874339877116	896.087857379147	63.1663170125189	79.2353027150771	42.9614888828539	53.4017723369921	92.4103345062913	57.8115349110458	43.6945549188163	29.692466766609	82.7675849505121	34.7051947598898	90.0282876337434	172.880211746884	144.474338532509	55.5532549767724	101.862174031711	74.6982819949668	88.5702401132928	50.2095239550651
ILKAP	1	1	20.4798361174204	1	1	1	1	1	1	1	1	16.8506901038179	1	35.4390638029431	1	1	1	1	1	11.4856336638322	1	14.9757956574246	1
ILRUN	64.0609696911017	42.2670842234479	93.3686423447581	65.5697782247336	70.3229279363631	1	46.8013814545782	29.8974008069981	58.5565990464383	202.391339475952	43.1535883724146	52.5461784605454	16.9327908932931	118.860463304278	46.394722410861	40.8138363211045	1	19.3747728709869	92.9586267147674	30.1113318113432	56.6659406568837	46.4960826251713	27.2183318954554
ILVBL	7.68551015719677	1	16.9287688972284	1	1	1	1	1	1	1	1	10.1744873460271	16.1667745007082	1	1	1	1	1	1	1	1	1	1
IMMP1L	30.2466762061644	24.5931262322981	31.5412292164465	1	1	1	20.6218627264776	1	1	1	1	47.0409419931347	1	20.390308892972	27.9613823604472	1	1	1	1	39.3688867499132	27.8989978745884	1	44.8481101464527
IMMP1LP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IMMP2L	1	1	1	1	1	1	1	1	1	1	1	35.5955708064231	1	1	1	1	1	1	1	1	1	1	1
IMMT	54.7460082966272	35.7596969860981	74.0320670163854	48.7438816728594	26.1358534264286	1	54.179127226535	1	38.5734581195338	47.8864161301901	1	76.0562096850265	41.5419373248607	54.8689724771478	50.302726158967	1	1	16.2416177356271	74.6012019293845	56.526065024139	17.1042192196379	56.3807493439983	28.5520044083207
