NAME	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs
BX640514.2	1	1	1	1	1	1	1	27.4276788212735	1	1	1	1	1	1	1	1	1	14.4164662352417	1	1	17.8378324707753	1	1
BZW2	39.4662006735775	50.4406860332953	47.3365662607117	27.1290231450771	1	1	43.6374152465676	1	19.137730340407	1	1	274.937702941104	72.0205749426091	36.6423952907921	36.6267212611727	1	1	1	26.0676184487496	17.3419994786102	1	76.4220688558875	1
C10orf82	1	1	1	1	1	1	1	1	1	68.7144060827129	1	1	1	1	1	1	1	1	1	1	1	1	1
C10orf88	9.56478669958161	1	9.59965247110295	1	1	1	1	1	1	1	1	11.4825804900682	31.124645605608	1	1	1	1	1	1	1	1	1	1
C11orf1	20.0021966087581	47.848317235111	1	1	1	1	21.6228600680807	1	1	1	1	38.9459880737674	28.316949733486	1	1	1	1	1	1	1	1	1	21.8452862297975
C11orf21	1	26.5838540318084	33.6327352985204	46.1795307789795	68.0448846579698	26.871762135016	28.1895975336524	30.7560408964058	26.4493361324412	224.508688738219	44.9627493448066	21.9674809763246	26.7088209831177	131.545246569596	92.8803121098971	21.426305723015	385.771226377279	125.089132572063	54.0593186028002	51.1174209856589	38.4232758120992	70.3237972288778	1
C11orf24	47.5463251513044	1	16.1646547391279	1	1	1	1	1	33.7700522416955	1	1	1	1	1	1	1	1	1	15.2243884160312	1	1	25.9121004921408	53.7148128624143
C11orf95	1	1	29.4656764475333	1	1	1	1	1	1	1	1	44.0776927916807	13.3411480544845	1	1	1	1	1	1	1	1	1	30.8780990479103
C12orf10	9.65847471749491	1	24.2041676952483	23.6896362001689	1	1	48.239825054006	1	1	1	1	31.0168896951164	21.7612413559343	1	1	1	1	1	1	1	1	16.2681006330851	1
C12orf29	28.1645698639812	1	11.2617630472418	1	1	1	19.2797673300224	1	1	1	1	10.2241512869063	1	30.6503196410057	32.8392484974405	1	1	1	1	41.8039250052534	1	11.9514777998178	30.7185651876727
C12orf42	1	1	1	1	1	1	1	1	23.6956202268306	1	1	1	1	1	1	1	1	1	1	1	1	1	30.7185651876727
C12orf45	17.28180683708	1	1	1	1	1	1	1	1	1	1	27.4750005478122	20.5484871270607	1	1	1	1	1	1	1	1	28.2676692722692	161.137102432356
C12orf66	12.752848944955	1	1	1	1	1	21.6841605559503	1	1	1	1	9.197264770061	1	1	1	1	1	1	1	1	1	1	1
C12orf73	1	1	17.7429182753422	1	1	1	1	1	1	1	1	17.3561884869496	1	25.4635040956996	1	1	1	1	1	1	1	1	1
C12orf75	96.6256004753517	1	356.564746478651	1	204.909116133598	1	48.3656367850477	1	1	1	1	1	41.3737171915227	263.520163384978	205.491963117919	1	1	1	1	1	1	64.3382041216155	581.566503845225
C14orf132	1	56.0050539356453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C15orf61	9.41938953948786	1	9.15266122567913	12.0416081186069	1	1	1	1	1	1	1	19.4779328351144	1	23.6571811104888	1	1	1	1	27.2371525181385	1	1	18.9756601653026	1
C16orf74	17.9203218305995	1	1	1	1	1	1	1	1	1	1	8.19673699599113	1	1	1	1	1	1	1	1	1	1	1
C17orf49	1	1	1	1	1	1	1	1	1	26.5601161094774	1	1	1	1	1	1	1	1	1	1	1	11.5956417770555	36.8037952022914
C18orf32	1	1	1	1	1	1	1	17.1422971750757	32.3060332354861	1	1	1	1	1	1	1	1	11.3665739822103	18.2309533890497	1	15.435630113508	8.87636870955787	1
C18orf54	1	1	11.3220051990942	1	1	1	1	1	1	1	1	11.4193671498893	1	1	1	1	1	1	1	14.4622932336758	34.4920073790791	1	1
C19orf12	59.1701041606038	81.1958673237463	50.4559086202118	25.5200486510604	1	1	72.3237566884838	17.5776424687627	35.952660385168	1	1	43.5570547995921	55.3883122042298	121.43621743029	147.964780549489	1	1	12.9286215650012	16.5019617708813	1	24.3956489540123	14.845350267525	51.9292269287941
C19orf33	1	1	1	1	202.094334600482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C19orf38	7.77588388853698	1	1	106.964051317156	37.0628375669519	87.82816850225	1	128.115482712563	1	1	97.1028510629739	19.1996085473631	1	1	1	155.547340241306	132.766769839953	137.24731076769	169.950822326702	34.7829927856831	97.1873756217424	30.1916443064405	1
C19orf47	23.1664846112458	1	28.2675618834742	19.609623563783	1	1	1	1	1	1	1	1	1	1	20.4768693326378	1	1	1	1	19.4348176759944	1	1	1
C1QA	1	1	1	27.2079853711491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	427.530381484258	1	1	36.77737486478	1
C1QB	1	1	1	40.692243590935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	558.17999226266	1	1	122.134593792877	1
C1QC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	269.938660293299	1	1	32.9797142244128	1
C1RL	1	26.3657261011752	10.6306892191891	40.6282794298716	50.4281633624178	154.246163663742	1	96.1824228067989	1	117.712975321488	184.132843391242	49.0671778497005	1	30.3722808011887	30.8108453428236	90.8313703387372	258.644924898695	119.386394569695	43.6634153344664	59.4602117419188	106.691839475967	22.6983544002626	1
C1orf109	18.9292126288143	49.7657408729532	13.344854676281	1	1	1	24.3662010819943	1	26.8149413073352	1	1	44.5298717903456	32.6503946159118	1	28.4950702936056	1	1	1	9.50685237923363	1	1	1	117.590466922737
C1orf112	1	1	19.8281620317967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C1orf198	1	1	1	1	182.03788935268	1	1	1	1	1	1	35.922467993089	1	1	1	1	1	1	1	1	1	1	1
C1orf21	1	1	67.5712126717115	1	1	1	1	1	1	1	1	149.499492565733	1	197.451855498623	113.255927232276	1	1	1	1	1	1	28.4207902319932	1
C1orf216	1	1	13.6853949653513	11.6724339754114	1	1	1	1	1	1	1	8.80437503779931	1	1	26.5964542026905	1	1	1	1	1	1	1	1
C1orf226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16.9634278047497	1	1	1
C1orf50	1	1	1	1	1	1	1	1	1	1	1	13.1860213425462	1	1	1	1	1	1	1	1	1	1	54.645190708653
C1orf54	1	1	1	1	1	1	1	1	1	1	1	11.1699362895889	1	1	1	1	1	1	1	1	1	58.2107785629948	1
C1orf56	1	1	1	1	1	1	1	43.7940913420625	1	1	1	17.4473216057876	1	1	1	1	1	1	1	1	1	1	1
C2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.1529563580194	1	1	1	1
C20orf194	1	1	1	27.2801548527601	1	1	27.0724825395395	1	1	1	1	11.8608405075529	1	1	21.5745396556	1	1	1	1	1	1	19.3979993281664	42.690572459595
C20orf27	17.5248580470031	1	17.3212749006835	99.2594143168635	1	1	1	1	1	1	1	40.973025999634	1	20.7024225406878	1	1	1	59.5580361508447	98.3446440029217	207.442526879671	1	81.5033748653167	84.3811449191901
C20orf96	1	1	1	1	1	1	1	1	1	1	1	42.2858183498531	1	1	1	1	1	1	1	1	1	1	1
C21orf58	1	1	1	1	42.7605395132864	1	1	1	1	1	1	15.9891824559136	1	1	1	1	1	1	1	54.5644649304552	21.8313064369529	1	1
C2CD2L	14.3969427626817	26.8613492732874	14.8138519295313	39.67176228348	37.32963716639	1	33.703897777294	19.2154590761133	1	82.3556127461796	1	11.6550859300259	20.3460247178271	1	24.8099257657844	1	210.921142596939	34.9815178854902	45.6487846658928	42.8836437636528	21.2255079160816	26.7742221537548	1
C2CD3	1	1	11.0164229172149	1	1	1	1	1	1	1	1	29.0088160839881	1	30.1254660748757	1	1	1	1	1	10.9663864752826	1	1	1
C2orf88	22.9078640113753	1	1	1	675.282732886711	1	1	1	1	1	1	34.9736540418778	1	1	1	1	1	1	1	1	1	1	1
C3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.8957398328826	1	1	1	1
C3AR1	1	1	12.7122864359281	232.580584253284	49.4623511678503	149.713853160805	24.9259888269889	79.9491528938652	1	384.652805980459	189.562021094307	1	1	1	1	125.377805350284	112.391560303561	282.075300152301	284.863416518086	74.1017413713808	94.6619631976175	26.5091875615174	1
C3orf62	1	30.227614632424	1	16.3001839715392	1	109.262074488486	25.4554780817178	1	1	1	153.752088826949	9.86943530884082	1	1	21.2640219488246	63.9624343523117	1	31.8654244561943	19.5492464326008	1	17.6663840692681	15.8253423777702	28.5520044083207
C3orf80	1	1	1	1	1	1	1	1	1	1	1	60.1773322161271	1	1	1	1	1	1	1	1	1	1	1
C3orf86	1	1	1	15.7420219056077	53.3478772709116	134.346294479151	1	118.784790850431	1	1	75.2859898349684	10.1752362455893	1	1	1	114.863208805681	1	55.9689148886875	1	24.9973592664939	79.9173376269991	1	1
C4orf33	13.5802775665411	1	44.7470298622751	11.5862474779489	1	1	1	1	1	1	1	1	1	32.178980165321	1	1	1	1	26.9255556946126	22.1771740479741	59.3042485206836	26.7925767841638	21.7339829981339
C4orf46	12.7738102780401	1	46.6130977984173	1	1	1	1	1	1	1	1	13.1841384596961	1	1	1	1	1	1	1	58.4464277243615	30.6811417296345	1	24.6925143720397
C5AR1	41.5083135901255	36.2300238763838	47.7080333173994	911.865234791903	1026.77646310394	2913.31044925862	1	1611.22083559358	1	504.958514290136	2749.1585517999	67.4570371325844	1	1	26.5889993679078	3001.7289038192	487.230986881688	1295.66658441499	1093.43814446133	83.6350087174396	1578.07926051141	64.6519908626844	1
C5AR2	1	1	1	43.217042582342	70.9640036969596	218.05997548941	1	107.63102066478	1	289.862183581554	129.570399091405	1	1	1	1	120.974192903101	156.645318744028	95.0436209934604	93.8936488578612	39.4484329384572	88.2057775845398	1	1
C5orf63	1	1	18.809326065156	1	1	1	1	1	30.4939726133764	1	1	8.81553398103524	1	20.6708374736393	1	1	1	1	1	1	1	1	1
C6orf226	7.50755268520271	18.557940495225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16.5405500354751	1	1	1	1
C6orf47	9.91638800697683	1	1	12.2709779723597	24.6301111523309	1	1	17.6096634312786	1	49.2862134684733	1	1	1	21.1641903101756	1	1	70.4596043315319	40.2950576977277	25.4084483220858	18.285789884845	18.204781805518	16.810019108119	28.5520044083207
C7orf31	1	1	1	15.408960848383	1	1	1	1	1	1	1	1	19.853894285582	1	1	1	1	1	1	1	1	15.1281381822845	1
C7orf50	15.4546420929053	1	23.0671837144224	24.9816216445144	59.5819351141958	1	37.6354554991768	1	1	1	1	6.69989768492861	1	32.9054138053958	1	1	206.032458920471	1	61.4786597656256	9.44862041491244	1	40.4654232039335	1
C9orf40	1	1	18.3077453026509	1	1	1	1	1	1	1	1	8.80493656932119	1	1	1	1	1	1	1	19.3926168161475	38.3469662562805	1	18.9979977598126
C9orf64	11.9325486926165	1	31.0580320284481	22.1291947923595	1	1	1	1	1	1	1	24.4198935733937	1	1	1	1	1	1	36.5665910093667	12.0524773131843	34.5536952565433	22.6240110873139	1
C9orf72	1	1	1	122.030772515676	57.0601782972674	121.002770240803	1	141.782811070832	38.3471039230779	36.2942067192468	127.106572271777	22.4521448961809	1	20.0337283119406	1	200.715466447847	1	40.5040200667367	135.640991803266	1	51.9972517857523	107.368180427749	18.9979977598126
CA2	1	1	1	1	337.641323122484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CA3.AS1	1	1	1	1	53.6049908168869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CA4	1	1	1	1	1	1	1	79.7335412739883	1	1	1	1	1	1	1	25.2014143791513	1	100.611787643311	1	1	15.9002962584163	1	1
CA5B	1	43.9441784328261	17.3107118375713	1	1	1	62.8958340872749	1	1	1	1	26.4780869892651	43.3423009857575	89.1809563669745	69.025480769415	1	1	1	23.5813989344065	1	1	32.6817002116426	1
CA8	1	1	1	1	1	1	1	1	1	255.384871148559	1	1	1	1	1	1	1	1	1	1	1	1	1
CABIN1	24.7833730382306	50.1991446108889	42.8302116731591	25.4531856639032	1	1	37.5390323830032	1	52.3605983396422	63.4472915884373	53.4869536546422	52.1019449563322	53.9874763416902	51.851515213592	60.1441093928368	37.711001210534	215.069185228013	45.6166513933986	12.0693428351316	50.7038679655764	25.8443972839175	15.1064650697652	1
CABLES1	1	1	1	1	1	1	1	1	1	1	1	30.5361832394538	1	1	1	1	1	1	1	1	1	1	1
CABLES2	1	1	19.7613346374827	1	1	1	1	1	1	1	1	17.5821244161338	1	1	1	1	1	1	13.4173907578775	26.2152564295541	27.1048640966487	1	1
CABP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.2924451328731	1	1	1	1
CABP5	1	1	1	1	63.9475530693198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CACNA1C.AS2	1	1	1	1	1	1	1	1	1	1	1	33.5209212240442	1	1	1	1	1	1	1	1	1	1	1
CACNA1I	1	1	1	1	1	1	18.748944703947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CACNA2D2	1	1	1	1	1	1	1	1	1	1	1	11.8630736758011	1	31.2185958728578	1	1	1	1	1	1	1	1	28.5520044083207
CACNA2D3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.7242623319022	1
CACNA2D4	1	1	14.3250726900608	37.9567573293132	1	1	35.9188243942321	1	1	1	1	1	1	20.5711375680829	1	1	1	1	18.4377168592323	1	17.639638770926	1	36.8037952022914
CACNG6	1	1	1	1	1	1	1	1	1	182.296806921198	1	1	1	1	1	1	81.8158678537294	1	1	1	1	1	1
CACNG8	1	1	1	1	1	1	1	1	1	192.295365223523	1	1	1	1	1	1	388.227214818726	1	1	1	1	1	1
CADM1	71.6619258785765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.099215045911	1
CADM4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.645190708653
CALCRL	1	1	1	1	1	1	1	1	1	1	1	41.9787847257346	1	1	1	1	1	1	1	1	1	36.0685778857134	54.645190708653
CALD1	1	1	1	1	329.766666811722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALHM2	1	1	29.177054479358	44.0534637888632	1	1	29.2150440310806	1	1	1	1	1	1	42.3596343496237	35.0792895526501	1	1	1	51.5851435001503	1	1	105.677964044155	1
CALHM5	1	1	1	1	29.0180471433685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALHM6	1	1	1	14.7152086527897	1	1	1	1	28.1003924717578	1	1	24.5607910457506	1	1	1	1	1	1	45.6964388983113	25.5084738046902	1	1	1
CALN1	1	1	1	1	1	1	1	1	1	1	1	70.4930087699441	1	1	1	1	1	1	1	1	1	1	1
CALU	307.982180393707	1	70.7688426728588	62.3689579265774	51.4058974958811	1	49.0589359742537	17.4090685536606	1	45.5049022899449	1	55.8192275217071	37.7199696685436	45.4934260883171	46.5077385700155	1	1	1	44.2503847706862	72.2579285247083	32.464116655067	53.2212539477611	83.6560132249621
CAMK1	1	1	1	20.9856460219564	1	1	1	1	1	1	1	1	1	1	1	1	140.60568859727	1	23.8427814541291	1	1	1	1
CAMK1D	22.2406589490006	41.200057121642	22.4232602483212	18.199560604898	98.6321653792677	107.389919358637	26.1216068338976	1	192.275638713127	369.629195974044	217.34256758349	106.399252731718	50.3430098433332	69.3940684311138	85.2288678412212	87.6449929281813	697.991395594017	1	56.5044325150217	1	36.5368859129522	67.052243764291	21.7339829981339
CAMK2D	8.94588049732081	81.3249323688692	20.0106046030551	22.8818199217994	1	1	43.412893826005	1	268.32612682837	1	1	1	37.6216100776991	52.9935665203614	83.9607546173143	1	1	1	1	1	1	78.212273271327	1
CAMK2N1	1	1	1	1	1	1	28.2001677383006	1	1	1	1	1	1	1	40.2452925041582	1	1	1	1	1	1	1	1
CAMK4	1	106.303376677806	47.4858624853422	1	1	1	139.102299621126	1	1	1	1	1	131.062015844551	1	51.7970215025048	1	1	1	1	1	1	1	1
CAMKMT	1	1	1	1	1	1	1	1	1	1	1	8.79426308978791	17.8481270972009	1	1	1	1	14.4788670005187	1	1	1	13.9713760836385	1
CAMP	1	1	1	1	1	1	1	120.559428031307	1	1	1	1	1	1	1	43.7127302917035	1	4778.92237873937	1	1148.92767342898	54.0350787108258	1	1
CAMSAP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.5195692225894	1
CAPN12	10.3279043184083	1	1	1	1	1	1	1	22.4046863094133	1	1	1	1	27.7653643385617	1	1	1	1	1	1	1	1	1
CAPN2	148.749335236784	102.736761670031	217.752120616355	139.26463419364	143.369671314364	1	175.22517801122	1	58.5000202820458	1	1	11.5048679122473	47.0420815753704	288.833514086546	205.606754901337	1	1	1	144.538825944978	10.9153383866733	29.7362563508143	142.713865622559	1
CAPRIN2	1	30.511882680986	1	1	1	1	1	1	38.6678385875173	60.0247789592127	1	18.8599772868523	1	53.8010400717534	32.8740126929014	1	131.797818555722	1	1	1	1	9.08056188012374	24.6925143720397
CARD11	9.75816770087018	1	1	1	1	1	22.8924335902231	1	1	1	1	1	1	1	27.9729966877244	1	1	1	1	1	1	1	1
CARD6	1	24.6399371021856	1	52.2634549592262	34.8722198393567	40.9964176690272	1	109.597795493385	1	58.4586947111353	63.256062049804	10.0652625932999	1	1	1	94.1413563622316	1	55.9726184581	42.5236750806685	33.7390925081939	70.8315473022308	33.6480441693292	45.6707763780934
CARD9	1	1	1	17.19561819986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.03848872568147	1
CARF	1	41.6871850787128	1	1	1	1	45.4925391756463	1	29.6020234574713	1	1	31.06158905193	21.7524933664929	1	1	1	1	1	1	1	1	15.4668325818087	24.6925143720397
CARMIL2	8.48552491104869	78.1784590706237	31.2356987308441	1	1	1	46.1891297054304	1	99.8599219399669	1	1	29.4942354144708	78.6775340439013	1	29.1249649662268	1	1	1	1	1	1	1	73.2172555509595
CARNS1	1	1	1	1	1	1	1	1	27.5713247894373	1	1	1	22.4820286645506	31.9621708402934	1	1	1	1	1	1	1	1	21.7339829981339
CASK	1	38.6196100220013	34.738973789941	1	1	1	34.1658525579592	1	1	49.8200900413956	1	1	19.5707838658032	1	1	1	1	1	1	1	1	14.9186368257623	1
CASP17P	1	30.5022625473293	12.2450407727986	1	1	1	35.1784334807522	1	52.1284618957316	1	1	1	1	17.1006602062813	62.695989088558	1	1	1	1	1	1	1	1
CASP3	116.333901586333	1	56.8350630657944	27.7640885242928	65.2145009463766	54.2536400576972	39.8820807264844	26.7361491919715	43.364495087779	246.508856769405	1	91.4188093447667	26.7520824618855	33.7254256360113	25.8368533928758	1	1	14.8542223735675	43.1899211828272	22.6300196339627	72.8438792563948	41.6474223269361	24.2966783654996
CASP5	1	1	1	1	1	81.5518547330772	1	1	1	1	355.979644181781	1	1	1	1	82.2258869213642	1	1	105.846620525368	1	33.8153455174838	1	1
CASP7	53.5318850831048	30.1142623628021	15.0953684986123	13.2265723447975	1	1	1	1	1	1	1	1	1	23.9971945813999	39.8508277452605	1	1	1	21.4855639367303	1	12.6542632890195	11.1221036991277	1
CASS4	1	1	1	1	97.2804476300006	50.4454188748725	1	1	1	1	59.8115795387045	1	1	1	1	31.6850290941502	108.355955537174	1	1	1	1	16.3757083178965	54.645190708653
CAV1	85.2891748324249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CAV2	1	1	1	1	1	1	1	1	1	105.869872706417	1	1	1	1	1	1	1	1	1	1	1	1	1
CAVIN1	1	1	1	1	1	1	1	1	1	1	1	152.546216349915	1	1	1	1	1	1	1	1	1	1	1
CAVIN2	1	1	1	1	3389.18719548671	1	1	1	1	1	1	58.5483239057435	1	1	1	1	1	1	1	1	1	1	45.6707763780934
CBFA2T3	39.4112171531871	1	1	57.007661725035	75.57600988856	70.6028780777374	1	1	44.473138233552	44.2000988206167	86.1566048277247	101.572569617516	1	1	1	74.4320538363923	161.352927106411	1	89.362142914495	1	34.616774080812	128.299620537851	441.863784544839
CBLB	1	25.5522374673855	67.748279446954	1	1	1	76.7781408833438	1	74.8768515183704	1	1	93.3311459007719	81.1947364497106	191.54694609629	130.679210691694	1	1	1	1	1	1	15.2696306659184	48.0913894293411
CBWD5	15.9663865197378	1	1	13.204974981383	1	1	1	1	1	1	1	1	26.3590273904746	1	1	1	1	1	1	1	1	1	1
CBX2	1	1	1	1	1	1	1	1	1	1	1	42.0923064182665	1	1	1	1	1	1	1	1	1	1	1
CBX7	11.959714994437	43.825550187576	1	1	1	1	70.8041984681886	1	75.6405722346731	1	48.4948468473221	11.6364591889428	45.6280330608135	57.0390330454771	24.0487018118857	74.9848510194889	155.560870982563	31.8913653537368	25.5278546679656	12.4139671119413	15.9571597811672	1	1
CBY1	1	1	1	1	1	1	19.5079079153298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CC2D1A	1	1	10.4307175731807	15.186787575459	1	1	1	1	1	1	1	1	1	28.2932166010239	1	1	1	1	1	13.6800527181415	1	1	21.7339829981339
CCDC102A	1	1	1	1	1	1	1	1	1	1	1	8.79898490145283	1	21.490411116613	1	1	1	1	1	1	1	1	1
CCDC102B	1	1	1	1	1	1	1	1	1	1	1	13.7432691019219	19.1290261535762	1	1	1	1	1	1	1	1	1	24.6925143720397
CCDC106	1	1	1	1	1	1	1	1	17.1357307704854	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC107	21.7234498771619	1	85.1353508490268	22.5396673502329	1	1	74.5016060594608	1	39.3066438681784	1	1	19.4690664248495	29.3426579433212	85.7176177765766	104.096563417034	1	1	1	20.5569701128356	1	15.097062888265	23.0743354143769	67.0190205686212
CCDC112	11.8026897905242	1	1	30.6650359738494	1	1	24.9749630282203	1	31.2848387782373	1	1	32.5506479710003	1	1	55.4347032372381	1	121.12541963025	1	35.3441938613493	1	1	43.1612990193029	65.9527793718928
CCDC120	1	1	1	1	1	1	22.8484014131457	1	1	1	1	8.47286113977244	1	1	1	1	1	1	1	1	1	1	1
CCDC125	1	1	11.6563196764784	17.8611951850489	1	42.72722102849	1	71.7848365778831	1	126.758345585203	42.5955457052464	48.4594367749068	1	32.9378223538054	1	33.3489796772802	150.430053124003	267.668988848551	1	50.4109269303628	21.2041413151063	8.72863137031753	1
CCDC126	1	1	1	1	1	1	1	38.0737710157366	1	70.8370496577119	1	1	1	1	1	1	1	42.6717070690601	10.4504798555813	19.5792329462313	15.211881978889	23.0034819731582	1
CCDC130	12.3895357196171	1	1	13.6371150918383	1	1	21.2868658417933	18.0678266987821	1	1	1	10.1734042388017	33.9777717271693	16.9255034955835	1	1	144.115739163009	1	13.0221426319506	14.5761353233328	13.4184368198006	1	1
CCDC137	19.4972260463059	1	36.2896768047762	15.5667302483195	1	1	29.5903501709433	1	38.2473216372381	1	1	1	1	39.852252351371	29.6126476146714	1	82.6658874487933	1	22.3657635997342	23.0644743748811	20.8030071604925	24.2968184306444	18.9018976011457
CCDC146	1	21.2456306919491	1	1	1	1	1	1	1	1	1	32.1526033150549	24.9070067079318	38.9065278370613	28.621810582533	1	97.8477579995415	1	1	1	1	18.1607053744658	24.2966783654996
CCDC15	1	1	13.0620905316881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.1418020104334	1	1	1
CCDC150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.3635577866713	1	1	1
CCDC152	1	1	19.178156987367	1	1	1	1	1	1	1	1	16.1048383179672	32.564223340439	38.0807099759338	1	1	1	1	1	1	1	1	1
CCDC159	11.353194001021	1	1	55.3457352629479	1	24.6377857306503	1	1	27.6615687770037	1	1	1	1	45.2480028301508	42.5907150450481	1	160.799434834325	29.3540377243247	20.8290716491204	32.2220606143795	62.4054943255019	1	1
CCDC163	17.8822668615454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.7185651876727
CCDC167	60.4017243574538	1	102.683422056239	1	1	1	30.7548794482562	1	1	1	1	13.186476117713	1	1	1	1	1	1	1	24.2834664418284	1	1	1
CCDC170	1	1	1	15.8435741730106	1	1	1	1	1	1	1	1	1	1	1	1	367.397426257445	1	1	1	11.8996280773258	12.8412670242602	1
CCDC18	11.605510127465	1	49.1607259690514	13.7216848687852	1	1	1	1	46.6112215552233	1	1	36.1526120848763	1	1	1	1	1	1	31.5768370952529	72.967397911126	84.7919298744334	18.8852461281797	15.7883054080833
CCDC191	1	1	1	1	1	1	1	1	47.7911901240066	1	1	21.9651609801364	1	1	1	1	1	1	1	1	1	1	1
CCDC22	1	1	13.1264818070623	18.2702193799377	1	1	1	1	1	1	1	1	1	1	1	1	1	30.9046330963945	1	12.6491716265316	1	9.05380003341404	1
CCDC28B	1	1	22.220075630521	1	1	1	1	1	1	1	1	24.0363359141688	1	62.9094611590237	1	1	1	1	1	1	1	1	1
CCDC32	84.713584524449	1	21.3993467831665	24.0119891071922	1	1	1	23.8291407278947	78.9069315592707	1	1	12.3970649301792	19.6821716075003	1	18.4463272892037	1	1	1	19.095107271347	14.5765084652164	1	26.9546235497587	1
CCDC34	10.5641083289518	1	102.445397701493	1	1	1	1	1	1	1	1	21.5879813365828	1	1	1	1	1	1	1	20.1236496274194	31.7540743718305	1	1
CCDC50	123.05241765064	1	16.213881712191	26.6961120589163	1	1	1	1	222.068544783283	1	1	17.4422776036883	1	24.2949060717866	1	1	1	1	1	1	1	86.8878081665065	1379.18957139603
CCDC6	30.1087129148989	1	27.1359087421996	40.2953230044399	1	1	1	1	62.148106042888	1	1	101.481144000315	1	34.1476453532592	36.4997810001948	1	1	1	37.3019480311704	14.0075400649079	1	113.878380682921	27.2183318954554
CCDC65	1	1	1	1	1	1	1	1	1	1	1	1	24.9084993504634	38.437963811606	43.7651918505672	1	1	1	1	1	1	1	1
CCDC66	20.845495371352	118.73911199918	32.5576046539426	20.8545350155462	1	1	79.8139400643657	1	1	1	1	27.7871578068874	112.150081007485	31.9772450118151	70.2936609952449	1	1	22.4530305622188	12.5816826609697	26.3071954538537	11.8071278164371	29.3793005428478	1
CCDC7	1	43.1210896830776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC71	1	1	10.4930613755573	22.2911320231746	1	1	1	1	1	49.0181621986561	1	17.1434057372685	1	1	1	1	1	1	15.0907722707546	1	1	14.3865756888675	1
CCDC77	1	1	1	1	1	1	1	1	25.1154890080704	1	1	8.81044303666498	1	1	1	1	1	1	1	1	12.2622098754142	1	30.7185651876727
CCDC84	15.4966527086602	36.5137564062335	10.6702746733217	1	1	1	21.4268851055093	1	46.439369526587	1	1	10.1734042388017	20.4091036267807	20.8869256798139	24.0230272453969	1	1	1	1	13.9617078548943	1	1	1
CCDC86	16.3708403183253	1	15.4867887441118	11.9535512691318	1	1	1	1	1	1	1	49.4596240741682	25.8036127678497	1	1	1	1	1	14.5133986644254	1	1	28.0571471920977	27.4988970707205
CCDC88A	112.57525986351	1	1	380.047897688882	1	1	41.2398678167246	1	1	251.582216510159	1	213.125030554664	23.7674971081609	1	40.8793966680742	1	1	22.5037959335748	271.946638256327	98.1770224717534	78.8499791307202	492.039228046794	687.868547870089
